id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
421,57,1012.2,20.4,18.6,17.1,16.6,84.0,83.0,0.4,100.0,15.8,1
636,272,1010.9,25.5,23.8,21.6,20.2,81.0,61.0,5.9,40.0,21.9,1
1199,105,1017.1,27.6,25.8,24.5,24.8,84.0,85.0,1.8,80.0,27.4,1
2071,247,1006.7,30.8,28.1,26.9,25.9,87.0,53.0,11.1,200.0,37.0,0
301,302,1015.2,27.8,25.5,24.4,23.6,86.0,88.0,1.2,50.0,8.7,1
881,152,1007.9,33.8,30.6,27.0,24.9,75.0,44.0,10.0,220.0,24.5,0
1717,258,1011.2,28.9,26.7,24.8,23.9,86.0,65.0,5.2,90.0,50.7,1
1714,255,1011.5,29.7,27.9,25.8,25.5,81.0,88.0,2.5,80.0,15.7,1
512,148,1008.9,29.6,27.2,25.8,25.4,70.0,78.0,4.1,250.0,9.1,1
1317,223,1008.5,30.3,27.6,25.1,26.4,89.0,80.0,4.0,70.0,10.3,1
942,213,1006.6,33.3,30.8,28.6,24.7,72.0,29.0,10.6,290.0,20.2,0
1402,308,1016.7,27.5,25.0,23.1,22.3,76.0,49.0,9.5,40.0,8.5,1
399,35,1024.1,20.5,17.4,15.4,2.3,77.0,43.0,10.2,40.0,15.1,0
436,72,1014.6,23.8,21.5,19.2,18.9,86.0,87.0,0.4,40.0,8.3,0
288,289,1015.2,26.3,24.5,23.7,19.9,73.0,49.0,7.1,70.0,16.0,0
272,273,1018.9,26.1,23.7,21.0,22.0,90.0,81.0,3.0,60.0,13.8,1
127,128,1011.4,30.7,27.9,26.4,25.6,89.0,89.0,1.2,200.0,22.5,1
374,10,1022.5,14.4,12.4,10.8,12.6,59.0,87.0,0.1,70.0,25.9,1
66,67,1020.3,18.4,15.7,14.6,12.6,59.0,88.0,0.0,40.0,27.4,1
734,5,1024.4,11.3,11.4,10.4,8.6,77.0,88.0,0.0,20.0,39.3,1
251,252,1014.8,31.2,28.4,26.8,26.1,86.0,77.0,3.8,30.0,12.6,1
1523,64,1022.9,20.9,18.1,14.0,12.1,98.0,91.0,0.0,20.0,27.1,1
606,242,1010.5,29.8,26.1,24.7,23.4,76.0,86.0,1.4,220.0,24.4,1
671,307,1017.6,27.6,25.4,24.0,23.0,89.0,86.0,2.3,80.0,17.2,1
1481,22,1021.8,21.8,18.4,16.5,14.0,72.0,40.0,10.0,40.0,14.6,0
1705,246,1013.0,31.7,28.3,26.8,25.3,81.0,84.0,2.1,140.0,8.1,0
283,284,1019.5,27.9,25.8,24.7,23.1,83.0,88.0,0.9,80.0,10.2,1
1648,189,1008.1,32.2,28.9,26.9,25.6,77.0,47.0,8.8,100.0,16.0,0
1454,360,1016.8,18.9,17.7,16.9,16.8,96.0,95.0,0.0,50.0,17.5,1
227,228,1011.6,33.7,29.1,26.9,23.2,85.0,84.0,5.8,230.0,11.0,1
1382,57,1016.2,25.9,23.7,20.1,19.2,82.0,83.0,3.4,20.0,20.5,1
1829,5,1027.9,17.3,14.8,11.7,9.6,77.0,89.0,0.0,20.0,42.0,1
292,293,1012.2,28.9,24.0,21.6,23.5,81.0,78.0,6.5,50.0,36.0,1
1841,17,1024.7,15.1,13.7,11.6,6.0,59.0,86.0,10.2,20.0,19.3,1
947,218,1008.3,32.8,29.2,26.8,24.0,80.0,85.0,5.3,220.0,13.9,1
284,285,1019.8,26.8,23.1,21.2,20.1,78.0,79.0,8.2,80.0,25.1,1
603,239,1010.9,30.8,26.5,24.8,21.5,79.0,49.0,6.4,200.0,22.5,0
626,262,1006.3,28.5,26.3,25.2,25.4,85.0,84.0,0.6,290.0,38.3,1
621,257,1013.9,32.0,28.1,26.2,25.3,87.0,89.0,2.2,200.0,25.0,1
741,12,1017.7,17.0,16.6,14.8,15.7,93.0,100.0,0.0,70.0,30.3,1
191,192,1006.9,33.3,30.3,26.7,26.4,79.0,88.0,3.0,200.0,20.5,1
402,38,1013.0,24.5,22.8,20.9,20.3,86.0,92.0,0.0,70.0,15.7,1
1207,113,1010.3,28.7,26.8,24.8,23.1,90.0,81.0,2.3,70.0,23.3,1
337,338,1023.8,17.6,15.2,14.8,11.4,76.0,49.0,3.9,70.0,35.1,0
1875,51,1013.4,21.0,19.0,17.1,18.7,95.0,100.0,0.0,50.0,28.6,1
680,316,1018.2,24.9,21.1,20.4,17.9,87.0,84.0,4.4,40.0,27.0,1
1853,29,1013.7,24.9,21.3,20.5,19.2,89.0,88.0,0.6,70.0,32.4,1
1453,82,1017.1,18.9,17.5,16.5,16.8,88.0,91.0,0.0,20.0,30.0,1
2009,185,1008.3,31.4,28.3,26.5,24.8,77.0,84.0,3.3,140.0,21.9,1
1480,21,1020.1,13.3,14.4,11.6,10.5,89.0,85.0,1.9,20.0,9.9,1
2109,285,1019.9,26.9,24.0,23.2,19.9,83.0,69.0,5.7,70.0,9.1,1
1029,300,1014.5,28.2,25.2,23.5,21.4,88.0,84.0,1.8,40.0,22.0,1
510,146,1008.4,33.1,30.1,27.0,24.4,78.0,29.0,10.5,200.0,23.9,0
1179,85,1009.9,26.4,24.8,22.7,21.3,90.0,83.0,3.7,100.0,25.0,1
73,74,1017.1,26.3,23.3,19.2,18.8,84.0,61.0,7.6,70.0,24.8,1
1012,283,1018.4,27.8,25.3,24.2,23.2,70.0,81.0,2.0,80.0,10.2,1
2147,323,1018.2,22.9,20.8,19.6,19.6,94.0,84.0,0.0,40.0,20.3,1
1472,13,1023.9,18.2,17.2,15.4,13.7,69.0,55.0,2.4,60.0,55.5,0
2059,235,1008.2,28.4,26.8,24.7,24.3,92.0,88.0,0.3,110.0,15.9,1
133,134,1005.9,31.0,28.8,27.3,20.7,77.0,59.0,7.5,70.0,9.8,0
1997,173,1005.7,30.9,28.1,25.4,26.0,87.0,84.0,2.1,210.0,11.0,1
1685,226,1008.3,30.1,26.8,24.5,24.1,81.0,67.0,7.5,100.0,6.1,1
396,32,1017.8,23.1,22.4,20.8,20.6,79.0,81.0,0.0,50.0,29.8,1
652,288,1010.5,26.1,25.8,24.5,20.6,79.0,67.0,8.5,50.0,13.0,0
728,364,1019.7,17.7,16.1,15.3,12.9,79.0,88.0,0.0,80.0,38.3,1
1764,305,1019.0,28.4,25.9,23.1,21.6,84.0,81.0,2.3,70.0,7.9,1
1093,364,1017.5,23.7,16.3,15.3,13.9,86.0,90.0,1.1,50.0,39.7,1
1902,78,1015.4,26.5,23.2,21.0,21.9,80.0,80.0,0.5,20.0,14.6,1
51,52,1016.3,22.3,19.2,18.2,18.5,96.0,88.0,0.3,70.0,9.9,1
1877,53,1017.8,15.5,13.6,11.4,11.1,96.0,100.0,0.0,20.0,34.2,1
366,2,1013.4,21.3,20.3,19.7,16.9,96.0,93.0,0.0,50.0,37.0,1
2101,277,1017.1,26.9,25.5,24.3,23.1,93.0,77.0,0.3,70.0,28.3,1
1092,363,1014.6,20.4,18.1,16.9,17.8,95.0,91.0,0.0,50.0,30.3,1
581,217,1003.5,30.6,27.9,26.2,23.6,82.0,84.0,1.5,80.0,12.0,1
1201,107,1008.8,27.8,26.5,25.0,25.0,93.0,86.0,0.0,190.0,14.5,1
526,162,1008.1,33.3,30.6,27.8,24.8,78.0,68.0,9.6,220.0,11.0,1
97,98,1011.4,28.2,24.8,22.3,23.7,84.0,85.0,2.4,90.0,14.7,1
1834,10,1027.6,17.2,15.5,12.7,9.9,76.0,89.0,0.5,20.0,48.0,1
1160,66,1023.2,16.3,15.7,15.5,9.8,59.0,88.0,0.1,40.0,16.0,1
1226,132,1008.1,32.8,29.9,26.7,24.6,84.0,78.0,2.9,220.0,25.1,1
1148,54,1024.3,15.5,13.7,11.6,9.1,79.0,88.0,0.2,40.0,14.6,1
1823,364,1014.3,19.7,18.4,16.4,16.4,82.0,81.0,2.4,20.0,30.0,1
1200,106,1012.3,30.2,27.9,25.4,23.1,84.0,83.0,2.6,230.0,12.0,1
1470,11,1017.7,14.6,11.6,10.0,10.9,92.0,88.0,0.1,70.0,50.6,1
187,188,1008.9,31.2,28.2,26.8,26.0,87.0,83.0,3.0,220.0,14.3,1
126,127,1008.8,31.0,28.1,26.2,25.0,81.0,80.0,3.7,80.0,20.5,1
569,205,1008.8,31.3,29.2,26.4,24.3,67.0,46.0,8.1,230.0,18.1,1
2150,326,1020.8,21.2,19.9,17.1,15.6,77.0,88.0,0.2,50.0,15.5,1
1786,327,1020.2,20.7,18.6,17.7,14.2,70.0,38.0,9.1,20.0,24.5,0
660,296,1017.4,26.3,23.1,21.5,20.6,85.0,81.0,0.4,70.0,28.2,1
920,191,1005.9,32.9,29.2,28.2,26.2,75.0,47.0,9.1,240.0,13.8,1
124,125,1012.0,26.4,24.9,23.2,21.7,84.0,82.0,0.3,70.0,14.0,1
1088,359,1025.9,17.5,18.0,16.5,13.3,79.0,89.0,0.5,20.0,23.4,1
1082,353,1019.1,21.4,18.5,17.3,16.9,82.0,82.0,2.7,80.0,27.4,1
2077,253,1008.9,32.3,29.1,26.2,25.4,87.0,88.0,2.8,230.0,11.9,1
364,365,1013.0,21.0,19.3,17.9,17.3,94.0,88.0,0.1,60.0,42.0,1
1661,202,1007.8,35.6,31.3,26.9,26.3,80.0,83.0,6.5,20.0,25.5,1
1819,360,1016.7,16.7,15.5,14.8,13.6,97.0,93.0,0.0,50.0,25.1,1
381,17,1026.4,19.2,14.6,12.6,11.4,72.0,19.0,10.2,20.0,16.5,0
2093,269,1015.4,31.8,28.0,26.4,24.7,79.0,72.0,7.8,210.0,20.2,0
1868,44,1020.5,15.2,14.6,14.6,12.5,90.0,80.0,0.0,50.0,39.5,1
1072,343,1022.8,15.5,14.6,13.3,12.7,77.0,88.0,0.0,70.0,27.3,1
1824,365,1013.3,17.4,16.6,15.3,15.4,96.0,91.0,1.6,60.0,43.8,1
30,31,1018.5,21.3,20.3,19.3,15.3,75.0,69.0,7.7,70.0,35.1,1
2074,250,1008.1,32.1,28.1,26.7,24.8,79.0,78.0,7.7,230.0,39.3,1
1233,139,1008.2,32.3,29.0,27.8,25.3,86.0,72.0,7.6,20.0,9.2,1
418,54,1017.8,17.4,16.6,14.8,15.5,95.0,100.0,0.0,50.0,23.3,1
506,142,1009.3,29.0,26.7,24.7,22.3,72.0,40.0,8.8,10.0,6.9,0
1281,187,1005.9,33.2,30.1,27.9,24.8,72.0,28.0,11.8,130.0,14.6,0
1609,150,1008.2,33.9,29.1,26.4,24.4,79.0,83.0,6.4,230.0,24.5,0
1643,184,1010.9,32.8,29.9,28.0,25.3,80.0,83.0,6.3,230.0,15.5,1
1114,20,1021.3,19.6,17.6,15.7,12.6,64.0,73.0,5.2,60.0,20.2,0
279,280,1017.1,29.2,25.7,23.4,19.4,78.0,65.0,8.8,60.0,27.3,0
889,160,1008.8,30.9,28.6,26.9,26.7,85.0,88.0,0.2,230.0,13.6,1
968,239,1010.3,32.9,28.6,26.9,24.6,79.0,51.0,11.0,60.0,11.9,0
305,306,1015.3,28.9,26.6,23.5,23.5,85.0,88.0,2.0,80.0,9.8,1
993,264,1016.0,31.4,28.1,26.1,23.8,76.0,53.0,9.1,90.0,14.0,0
1096,2,1016.7,18.2,16.3,15.4,14.7,90.0,100.0,0.0,40.0,23.3,1
1054,325,1022.2,22.1,19.2,18.0,16.0,90.0,95.0,0.6,60.0,28.4,1
1937,113,1013.3,30.6,27.0,25.8,23.7,83.0,81.0,1.2,50.0,11.1,0
2167,343,1021.8,19.7,17.7,15.2,9.8,62.0,89.0,0.6,50.0,37.9,1
2028,204,1008.1,31.2,28.6,25.3,25.4,76.0,46.0,11.7,220.0,12.6,0
544,180,1007.2,30.9,28.9,26.4,25.9,85.0,85.0,1.0,220.0,11.8,1
2148,324,1017.0,21.9,20.4,19.3,18.6,95.0,83.0,0.0,50.0,24.8,1
165,166,1007.9,33.0,30.1,27.8,25.8,78.0,67.0,10.6,220.0,14.5,1
1620,161,1006.5,33.2,30.7,28.7,26.2,89.0,88.0,1.3,190.0,15.4,1
548,184,1007.8,31.2,29.4,28.2,25.8,84.0,87.0,0.3,240.0,14.2,1
192,193,1006.8,33.0,30.4,28.0,25.5,76.0,38.0,10.9,220.0,15.8,0
2081,257,1008.9,32.7,29.0,27.0,25.8,74.0,61.0,9.8,220.0,44.7,1
217,218,1005.6,31.6,28.3,26.4,25.4,81.0,84.0,2.5,220.0,23.7,1
2039,215,1008.4,30.6,27.8,25.2,25.2,80.0,77.0,5.7,230.0,12.4,1
1601,142,1008.5,32.4,29.9,27.6,26.1,82.0,89.0,1.1,220.0,4.5,1
1940,116,1010.3,27.5,25.9,23.7,21.6,82.0,88.0,6.6,20.0,18.8,1
1517,58,1012.2,19.4,17.3,15.6,15.9,87.0,87.0,2.3,50.0,28.4,1
1639,180,1009.1,34.7,30.6,28.2,25.8,87.0,85.0,1.1,220.0,17.2,1
2006,182,1008.7,32.5,30.0,28.1,26.2,78.0,57.0,9.1,220.0,14.8,0
377,13,1024.3,17.4,13.6,11.8,8.6,72.0,100.0,0.0,10.0,39.3,0
2000,176,1006.0,29.2,27.7,26.3,25.8,83.0,86.0,0.3,240.0,23.5,1
1543,84,1011.4,24.4,22.1,21.3,22.1,88.0,82.0,0.5,40.0,16.2,1
160,161,1008.1,31.7,29.5,27.5,25.5,84.0,63.0,8.9,130.0,14.0,0
1807,348,1021.3,15.5,13.8,11.6,11.6,93.0,88.0,0.0,20.0,24.2,1
1019,290,1018.8,28.8,24.5,22.2,19.9,70.0,48.0,7.7,20.0,14.5,0
949,220,1006.4,31.3,28.8,27.3,26.4,87.0,84.0,1.2,220.0,13.9,1
1549,90,1013.0,27.8,25.5,23.6,20.8,90.0,81.0,1.0,70.0,26.4,0
1949,125,1008.1,30.4,27.8,25.9,24.4,89.0,88.0,1.6,220.0,30.3,1
1238,144,1008.5,31.0,28.3,26.8,24.4,65.0,49.0,11.8,220.0,9.1,0
448,84,1016.2,26.8,24.1,23.6,22.8,89.0,89.0,2.5,70.0,29.8,1
961,232,1011.4,31.2,28.9,26.4,23.1,70.0,47.0,7.7,10.0,17.2,0
1183,89,1013.0,27.0,25.9,23.6,21.9,91.0,88.0,1.1,60.0,27.9,1
1466,7,1027.4,10.4,10.4,8.1,2.2,77.0,92.0,0.0,60.0,39.5,1
1205,111,1009.5,28.4,26.2,24.7,23.2,84.0,75.0,7.2,70.0,25.1,1
972,243,1012.5,31.2,28.1,26.8,23.2,78.0,58.0,5.9,50.0,14.0,1
1766,307,1015.0,27.9,26.1,25.2,23.5,89.0,88.0,2.4,80.0,21.8,1
426,62,1019.2,17.3,16.6,15.3,15.1,95.0,95.0,0.1,50.0,21.6,1
1629,170,999.6,32.3,29.9,26.9,26.0,77.0,84.0,7.1,180.0,23.5,1
2062,238,1006.7,31.9,29.2,26.2,25.4,81.0,84.0,2.0,230.0,33.5,1
481,117,1012.0,26.5,24.4,23.3,22.2,90.0,88.0,0.6,80.0,37.5,1
807,78,1018.0,27.7,25.3,22.8,22.3,85.0,89.0,0.1,30.0,17.3,1
2128,304,1017.2,25.6,23.5,21.0,19.9,88.0,75.0,5.4,40.0,28.8,1
1787,328,1022.8,21.3,18.6,16.2,15.3,59.0,46.0,8.4,70.0,29.8,1
1246,152,1010.0,34.2,30.8,28.2,26.2,84.0,57.0,5.9,130.0,24.4,1
826,97,1016.3,28.6,26.4,25.0,23.9,94.0,88.0,0.4,80.0,18.0,1
1962,138,1009.3,31.4,29.6,28.0,25.6,86.0,82.0,1.0,220.0,21.6,1
1330,236,1011.1,33.7,30.2,27.6,25.8,75.0,39.0,9.1,130.0,30.5,0
504,140,1008.4,33.5,26.7,24.8,23.2,70.0,49.0,11.5,70.0,12.8,0
924,195,1006.6,33.1,30.3,28.2,25.8,78.0,69.0,11.2,230.0,8.0,0
2143,319,1015.2,22.3,20.4,19.9,19.1,90.0,90.0,0.0,70.0,21.6,1
1758,299,1015.2,26.3,23.1,21.3,20.7,91.0,88.0,0.0,50.0,20.5,1
2043,219,1005.6,34.7,30.0,29.0,26.0,84.0,83.0,0.5,230.0,16.5,1
814,85,1010.3,26.9,24.9,23.0,22.3,88.0,89.0,0.4,70.0,11.3,1
1582,123,1006.4,30.3,28.6,26.8,24.5,94.0,88.0,0.3,230.0,20.9,1
676,312,1016.2,21.3,19.3,18.9,18.6,79.0,85.0,0.0,40.0,28.7,1
1792,333,1025.6,20.3,18.0,17.7,13.5,75.0,77.0,1.0,20.0,26.0,1
1356,262,1010.0,29.7,26.4,24.4,23.1,82.0,88.0,4.5,40.0,13.7,1
1073,344,1017.2,21.4,19.4,17.1,18.0,86.0,80.0,6.4,40.0,14.5,1
435,71,1020.6,20.3,18.9,17.6,15.9,74.0,49.0,9.5,40.0,9.2,0
1733,274,1017.8,24.9,22.8,21.1,19.9,81.0,83.0,2.4,60.0,23.7,1
1510,51,1016.5,17.4,16.6,15.3,14.4,87.0,100.0,0.0,20.0,40.8,1
1040,311,1020.2,20.6,19.5,18.2,16.8,86.0,88.0,0.1,60.0,43.8,1
388,24,1015.0,21.6,20.4,20.4,17.4,95.0,88.0,0.5,70.0,20.8,1
348,349,1017.9,16.5,16.1,15.1,15.1,83.0,81.0,0.0,60.0,28.8,1
370,6,1015.2,14.3,12.9,11.4,11.1,92.0,100.0,0.0,50.0,15.3,1
1013,284,1019.1,25.7,24.7,24.5,22.3,80.0,88.0,0.3,70.0,20.2,1
1482,23,1018.7,15.4,13.1,13.4,12.3,95.0,87.0,0.3,50.0,12.4,1
1991,167,1007.1,31.9,28.9,26.3,24.7,81.0,84.0,1.3,130.0,26.0,1
638,274,1010.3,24.9,20.7,19.1,19.9,70.0,86.0,3.4,20.0,40.0,1
521,157,1009.6,31.9,30.2,28.7,25.0,93.0,80.0,0.4,190.0,39.7,1
311,312,1014.5,22.4,19.3,17.6,13.5,67.0,72.0,6.1,70.0,35.3,0
89,90,1010.1,27.2,24.8,23.3,21.6,91.0,88.0,0.3,50.0,19.6,1
848,119,1010.4,31.0,28.1,26.4,23.4,89.0,71.0,6.7,200.0,13.9,0
2182,358,1022.6,18.5,16.8,15.8,12.1,80.0,88.0,1.3,30.0,24.4,1
371,7,1015.2,17.2,13.7,10.0,12.2,92.0,94.0,0.0,50.0,27.4,1
1463,4,1020.0,21.1,18.4,16.6,14.0,75.0,56.0,3.3,60.0,55.5,0
335,336,1021.1,21.2,18.8,16.4,16.6,67.0,75.0,5.1,50.0,35.8,0
1259,165,1005.5,33.0,30.0,27.4,25.0,74.0,29.0,10.0,190.0,22.6,0
1341,247,1008.1,31.0,28.2,26.9,24.8,75.0,78.0,2.0,200.0,36.0,1
1209,115,1012.3,30.8,27.4,26.8,24.5,84.0,81.0,2.3,100.0,14.3,1
54,55,1016.5,20.6,18.1,17.0,16.3,76.0,88.0,0.0,60.0,39.5,1
1419,325,1022.5,21.2,18.2,16.3,12.1,75.0,56.0,0.6,10.0,10.2,1
1950,126,1010.1,29.2,26.6,24.1,22.1,89.0,87.0,2.6,220.0,23.7,1
1984,160,1008.5,32.4,30.0,28.7,25.0,72.0,49.0,10.1,230.0,9.1,0
969,240,1014.4,30.9,27.2,25.2,25.3,86.0,81.0,1.6,220.0,37.7,1
702,338,1021.1,17.3,18.0,16.1,16.1,70.0,86.0,3.0,40.0,14.8,0
1001,272,1018.9,26.1,24.8,23.5,19.9,70.0,64.0,6.4,70.0,50.7,0
1348,254,1013.3,29.4,27.7,25.8,24.5,84.0,77.0,1.8,80.0,34.8,1
840,111,1013.3,26.9,24.6,23.3,19.9,82.0,81.0,5.7,70.0,20.4,1
47,48,1016.5,21.6,19.2,17.5,19.0,95.0,92.0,0.3,40.0,6.9,1
573,209,1008.9,33.2,29.1,26.6,24.1,71.0,46.0,6.4,230.0,9.5,1
70,71,1021.4,20.9,18.4,16.9,8.9,75.0,43.0,11.0,20.0,7.4,0
1469,10,1023.8,15.1,13.2,9.6,4.0,70.0,61.0,10.1,20.0,27.3,0
2033,209,1008.9,30.6,27.2,25.5,26.6,87.0,88.0,0.2,220.0,12.5,1
1553,94,1014.6,25.4,24.7,23.2,23.2,96.0,85.0,3.5,80.0,17.2,1
2173,349,1022.2,17.5,16.5,15.9,13.3,77.0,88.0,0.0,50.0,24.2,1
1129,35,1019.9,25.9,22.9,18.1,16.1,90.0,89.0,2.0,40.0,28.9,1
1282,188,1008.3,33.2,30.0,28.8,25.2,81.0,77.0,7.8,220.0,22.5,1
494,130,1008.9,27.6,26.9,24.3,25.8,85.0,87.0,0.3,80.0,12.1,1
1761,302,1017.7,25.3,24.9,22.8,21.6,82.0,83.0,3.5,50.0,8.3,0
221,222,1005.9,28.6,26.8,25.4,25.4,90.0,88.0,0.5,230.0,19.2,1
509,145,1004.8,31.1,28.6,26.9,25.8,89.0,88.0,0.3,230.0,30.5,1
474,110,1008.1,31.0,28.4,26.3,25.0,85.0,88.0,0.3,220.0,15.3,1
1588,129,1007.2,30.7,29.0,26.4,25.3,84.0,77.0,2.4,150.0,12.0,1
1608,149,1009.9,33.7,29.1,28.9,25.7,79.0,56.0,7.1,100.0,39.5,1
1256,162,1007.8,32.9,30.1,28.1,25.7,79.0,72.0,8.8,200.0,16.2,1
1740,281,1017.1,29.8,25.4,23.7,21.4,77.0,83.0,6.0,70.0,15.5,1
1121,27,1015.6,21.9,20.4,18.5,18.4,79.0,45.0,7.8,40.0,9.2,0
1332,238,1007.9,31.4,28.7,26.5,24.1,87.0,83.0,3.0,80.0,37.5,1
447,83,1006.5,21.3,18.4,16.1,14.3,86.0,81.0,2.9,60.0,29.8,1
41,42,1015.8,21.2,19.4,17.3,17.0,75.0,46.0,4.1,20.0,19.0,0
2013,189,1008.8,32.3,29.3,27.0,24.8,81.0,56.0,9.1,170.0,9.5,0
1664,205,1011.6,34.0,31.1,26.8,26.1,87.0,80.0,8.3,160.0,13.0,1
1778,319,1015.5,23.7,21.5,20.2,18.8,87.0,88.0,0.5,80.0,29.0,1
1645,186,1007.6,34.7,31.4,26.0,26.4,80.0,28.0,11.2,170.0,9.9,0
998,269,1018.0,26.2,25.2,24.9,23.6,89.0,84.0,0.6,220.0,12.5,1
1817,358,1017.7,20.6,16.8,14.6,12.1,79.0,80.0,2.3,60.0,33.0,1
1471,12,1019.0,16.3,12.1,10.3,8.7,66.0,88.0,0.2,20.0,23.4,1
1266,172,1005.4,30.8,28.9,26.0,25.5,88.0,88.0,1.9,240.0,29.0,1
111,112,1009.8,28.7,25.4,23.9,22.1,87.0,84.0,2.9,40.0,14.5,1
1775,316,1018.0,21.5,20.9,19.3,19.3,91.0,84.0,1.1,70.0,33.4,1
1572,113,1013.4,30.6,27.6,25.5,23.1,76.0,78.0,5.8,80.0,16.9,1
1426,332,1019.5,16.2,15.2,14.6,13.9,90.0,92.0,0.0,70.0,43.1,1
1091,362,1013.4,21.1,20.0,19.8,19.6,95.0,88.0,0.0,70.0,34.3,1
1675,216,1006.5,31.8,28.3,26.7,25.3,81.0,88.0,3.6,220.0,12.6,1
529,165,1007.9,35.3,31.0,28.0,26.0,72.0,28.0,10.1,220.0,24.9,0
2056,232,1011.1,33.0,30.1,27.5,24.2,70.0,39.0,9.5,10.0,28.3,0
1623,164,1007.9,33.3,30.1,28.1,26.1,80.0,83.0,6.9,230.0,27.6,1
1697,238,1010.4,30.3,27.6,25.5,21.9,80.0,68.0,7.6,60.0,36.0,1
1979,155,1008.4,35.1,30.6,28.1,25.9,78.0,25.0,11.1,110.0,13.4,0
490,126,1011.4,26.4,24.8,23.3,21.9,90.0,88.0,0.1,80.0,16.7,1
587,223,1008.1,33.2,30.0,28.1,25.9,78.0,69.0,8.7,220.0,11.1,0
1899,75,1013.9,24.9,22.3,20.6,21.4,86.0,88.0,0.2,80.0,19.7,1
2114,290,1013.0,29.8,26.8,24.5,21.1,78.0,49.0,9.7,80.0,24.4,0
2152,328,1016.8,25.1,21.6,19.4,18.6,78.0,84.0,0.1,40.0,17.2,1
1106,12,1024.9,20.2,16.7,14.6,11.7,70.0,38.0,9.1,20.0,50.6,0
1573,114,1009.9,27.4,26.9,24.2,24.6,84.0,72.0,6.9,70.0,12.5,1
530,166,1008.1,32.2,29.1,26.1,26.1,80.0,72.0,7.8,230.0,18.4,1
871,142,1008.1,33.3,30.3,28.7,24.3,75.0,32.0,11.9,220.0,15.8,0
254,255,1008.2,32.3,29.6,27.9,24.2,78.0,69.0,6.8,20.0,11.8,1
172,173,1009.9,35.2,30.0,28.5,24.7,78.0,44.0,10.1,240.0,12.4,1
2124,300,1017.7,28.2,25.2,23.1,22.9,87.0,81.0,3.4,40.0,14.8,1
61,62,1020.4,18.2,15.9,13.5,9.9,84.0,83.0,2.3,70.0,17.2,1
1637,178,1008.6,33.0,30.7,27.0,26.7,79.0,86.0,2.5,230.0,25.0,1
488,124,1013.3,26.5,24.9,24.0,21.2,94.0,88.0,1.0,40.0,28.6,1
2051,227,1012.5,27.8,25.9,24.5,23.8,89.0,81.0,2.2,80.0,19.8,1
1035,306,1016.9,27.5,24.5,23.5,22.4,82.0,88.0,4.5,50.0,24.9,1
1456,362,1013.9,18.9,17.1,15.3,16.9,79.0,94.0,0.0,70.0,24.0,1
1289,195,1007.9,32.3,29.1,28.9,26.4,79.0,78.0,8.2,270.0,25.1,1
684,320,1020.0,19.3,18.1,17.1,16.9,88.0,80.0,3.3,60.0,24.0,1
1948,124,1007.8,28.8,26.7,25.4,24.4,87.0,84.0,1.6,50.0,7.9,1
1161,67,1018.9,22.3,20.8,19.2,16.1,79.0,88.0,0.0,70.0,33.4,1
803,74,1013.2,25.2,23.2,21.0,9.2,59.0,70.0,6.7,40.0,18.0,0
44,45,1017.4,16.1,15.5,13.6,11.4,72.0,43.0,8.8,40.0,27.3,1
824,95,1006.8,27.8,25.3,24.0,24.3,92.0,89.0,2.4,40.0,21.9,1
2123,299,1017.4,26.5,24.8,23.8,22.5,87.0,77.0,4.6,90.0,44.7,1
120,121,1006.8,31.0,28.1,26.8,25.0,84.0,84.0,2.6,220.0,14.5,1
1449,355,1018.1,23.8,21.2,19.6,19.8,86.0,83.0,2.3,80.0,24.4,1
181,182,1010.6,31.1,28.9,26.7,25.6,84.0,84.0,4.4,190.0,16.5,1
1203,109,1009.4,29.3,27.9,26.0,25.0,89.0,88.0,2.2,170.0,20.0,1
1537,78,1012.5,26.3,24.3,23.1,22.1,93.0,86.0,2.2,80.0,29.6,1
1996,172,1002.2,30.4,28.4,27.7,25.3,82.0,60.0,1.1,60.0,25.0,1
342,343,1022.6,20.1,17.6,15.3,14.6,79.0,86.0,0.7,60.0,28.7,0
1963,139,1008.4,29.6,27.5,25.4,25.4,87.0,82.0,2.3,50.0,15.5,1
1728,269,1018.6,26.0,24.4,22.4,22.3,92.0,89.0,0.4,80.0,25.1,1
2105,281,1014.5,24.2,22.0,21.8,21.8,83.0,84.0,1.9,40.0,25.9,1
727,363,1020.8,18.1,15.2,13.8,12.6,78.0,91.0,0.2,30.0,20.2,1
1150,56,1023.9,14.7,12.9,11.9,11.6,97.0,95.0,0.9,70.0,24.5,1
2164,340,1017.7,17.3,16.6,15.4,13.5,84.0,93.0,0.0,70.0,43.8,1
951,222,1008.4,31.1,29.0,26.4,24.3,74.0,46.0,5.7,110.0,21.5,1
296,297,1019.4,27.8,23.3,21.6,16.7,92.0,88.0,0.1,60.0,11.0,1
1681,222,1005.9,28.6,27.8,25.4,25.3,91.0,88.0,0.1,190.0,11.7,1
1983,159,1008.1,33.9,30.6,27.4,24.7,74.0,61.0,6.0,130.0,10.2,1
588,224,1008.4,32.3,29.0,27.8,25.8,82.0,67.0,7.7,110.0,14.5,1
1624,165,1007.8,32.0,29.0,27.7,26.5,78.0,84.0,6.5,210.0,27.1,1
1451,357,1022.2,21.6,18.2,16.4,14.6,77.0,88.0,0.0,50.0,24.8,1
